,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtHeight,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SalePrice
84,0.0,8530,IR1,Inside,Gilbert,Norm,SLvl,7,5,1995,1996,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,No,Unf,0,384,384,Gd,804,670,1474,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,1995.0,Fin,2,400,TA,Y,120,72,NF,5,2009,168500
85,121.0,16059,Reg,Corner,NoRidge,Norm,2Story,8,5,1991,1992,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,No,Unf,0,1288,1288,Ex,1301,1116,2417,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1991.0,Unf,2,462,TA,Y,127,82,NF,4,2006,260000
86,122.0,11911,IR2,Inside,Gilbert,Norm,2Story,6,5,2005,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,684,684,Ex,684,876,1560,0,0,2,1,3,1,Gd,6,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,Y,100,38,NF,3,2009,174000
87,40.0,3951,Reg,Corner,Somerst,Norm,2Story,6,5,2009,2009,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,Av,Unf,0,612,612,Ex,612,612,1224,0,0,2,1,2,1,Gd,4,0,NF,Detchd,2009.0,RFn,2,528,TA,Y,0,234,NF,6,2009,164500
88,105.0,8470,IR1,Corner,IDOTRR,Feedr,1.5Fin,3,2,1915,1982,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,No,Unf,0,1013,1013,TA,1013,0,1526,0,0,1,0,2,1,Fa,6,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,0,MnPrv,10,2009,85000
89,60.0,8070,Reg,Inside,CollgCr,Norm,1Story,4,5,1994,1995,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,588,402,990,Ex,990,0,990,1,0,1,0,3,1,TA,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,NF,8,2007,123600
90,60.0,7200,Reg,Inside,NAmes,Norm,1Story,4,5,1950,1950,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NB,NB,NB,0,0,0,TA,1040,0,1040,0,0,1,0,2,1,TA,4,0,NF,Detchd,1950.0,Unf,2,420,TA,Y,0,29,NF,7,2006,109900
91,85.0,8500,Reg,Inside,NAmes,Norm,1Story,5,3,1961,1961,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,No,Rec,600,635,1235,TA,1235,0,1235,0,0,1,0,2,1,TA,6,0,NF,Attchd,1961.0,Unf,2,480,TA,Y,0,0,GdWo,12,2006,98600
92,80.0,13360,IR1,Inside,Crawfor,Norm,1Story,5,7,1921,2006,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,No,ALQ,713,163,876,Ex,964,0,964,1,0,1,0,2,1,TA,5,0,NF,Detchd,1921.0,Unf,2,432,TA,Y,0,0,NF,8,2009,163500
93,60.0,7200,Reg,Corner,OldTown,Norm,2.5Unf,6,6,1910,1998,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Mn,Rec,1046,168,1214,Ex,1260,1031,2291,0,1,2,0,4,2,TA,9,1,Gd,Detchd,1900.0,Unf,2,506,TA,Y,0,0,NF,11,2007,133900
94,69.0,9337,IR1,Inside,CollgCr,Norm,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,No,GLQ,648,176,824,Ex,905,881,1786,1,0,2,1,3,1,Gd,7,0,NF,Attchd,1997.0,RFn,2,684,TA,Y,0,162,NF,5,2007,204750
95,0.0,9765,IR2,Corner,Gilbert,Norm,2Story,6,8,1993,1993,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,No,ALQ,310,370,680,Gd,680,790,1470,0,0,2,1,3,1,TA,6,1,TA,BuiltIn,1993.0,Fin,2,420,TA,Y,232,63,NF,4,2009,185000
96,78.0,10264,IR1,Inside,CollgCr,Norm,1Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,Av,ALQ,1162,426,1588,Ex,1588,0,1588,0,0,2,0,3,1,Gd,6,0,NF,Attchd,1999.0,RFn,2,472,TA,Y,158,29,NF,8,2006,214000
97,73.0,10921,Reg,Inside,Edwards,Norm,1Story,4,5,1965,1965,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,No,Rec,520,440,960,TA,960,0,960,1,0,1,0,3,1,TA,6,0,NF,Attchd,1965.0,Fin,1,432,TA,P,120,0,NF,5,2007,94750
98,85.0,10625,Reg,Corner,Edwards,Norm,1Story,5,5,1920,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,ALQ,108,350,458,Fa,835,0,835,0,0,1,0,2,1,TA,5,0,NF,Basment,1920.0,Unf,1,366,TA,Y,0,0,NF,5,2010,83000
99,77.0,9320,IR1,Inside,NAmes,Norm,1Story,4,5,1959,1959,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,569,381,950,Fa,1225,0,1225,1,0,1,1,3,1,TA,6,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,352,0,NF,1,2010,128950
100,0.0,10603,IR1,Inside,NWAmes,Norm,1Story,6,7,1977,2001,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,Mn,ALQ,1200,410,1610,Gd,1610,0,1610,1,0,2,0,3,1,Gd,6,2,TA,Attchd,1977.0,RFn,2,480,TA,Y,168,68,NF,2,2010,205000
101,77.0,9206,Reg,Inside,SawyerW,Norm,2Story,6,5,1985,1985,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,No,Unf,0,741,741,TA,977,755,1732,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1985.0,Fin,2,476,TA,Y,192,46,NF,6,2010,178000
102,64.0,7018,Reg,Inside,SawyerW,Norm,1Story,5,5,1979,1979,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,NB,NB,NB,0,0,0,TA,1535,0,1535,0,0,2,0,4,2,TA,8,0,NF,Attchd,1979.0,Unf,2,410,TA,Y,0,0,NF,6,2009,118964
103,94.0,10402,IR1,Corner,CollgCr,Norm,1Story,7,5,2009,2009,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1226,1226,Ex,1226,0,1226,0,0,2,0,3,1,Gd,6,0,NF,Attchd,2009.0,RFn,3,740,TA,Y,0,36,NF,5,2010,198900
104,0.0,7758,Reg,Corner,IDOTRR,Norm,1.5Fin,7,4,1931,1950,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,No,LwQ,224,816,1040,Ex,1226,592,1818,0,0,1,1,4,1,TA,7,2,TA,Detchd,1951.0,Unf,1,240,TA,Y,0,0,NF,6,2007,169500
105,75.0,9375,Reg,Inside,Somerst,Norm,2Story,8,5,2003,2004,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,No,Unf,0,1053,1053,Ex,1053,939,1992,0,0,2,1,3,1,Gd,9,1,Gd,Attchd,2003.0,RFn,2,648,TA,Y,140,45,NF,8,2008,250000
106,60.0,10800,Reg,Inside,OldTown,Norm,1Story,4,7,1885,1995,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,641,641,Gd,1047,0,1047,0,0,1,0,2,1,TA,6,0,NF,Detchd,1954.0,Unf,1,273,Fa,N,0,0,NF,8,2007,100000
107,50.0,6000,Reg,Inside,OldTown,Norm,1Story,5,5,1948,1950,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,104,516,789,Ex,789,0,789,0,0,1,0,2,1,TA,5,0,NF,Detchd,1948.0,Unf,1,250,TA,Y,0,0,NF,4,2008,115000
108,85.0,8500,Reg,Corner,IDOTRR,Artery,1.5Fin,5,7,1919,2005,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,793,793,TA,997,520,1517,0,0,2,0,3,1,Fa,7,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,0,NF,8,2007,115000
109,105.0,11751,IR1,Inside,NWAmes,Norm,1Story,6,6,1977,1977,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,No,BLQ,705,1139,1844,Ex,1844,0,1844,0,0,2,0,3,1,TA,7,1,TA,Attchd,1977.0,RFn,2,546,TA,Y,0,122,MnPrv,1,2010,190000
110,75.0,9525,Reg,Inside,Edwards,Norm,1.5Fin,6,4,1954,1972,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,444,550,994,Gd,1216,639,1855,0,0,2,0,4,1,TA,7,0,NF,Attchd,1954.0,Unf,1,325,TA,Y,182,0,NF,10,2006,136900
111,0.0,7750,IR1,Inside,Gilbert,Norm,SLvl,7,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,250,134,384,Ex,774,656,1430,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,2000.0,Fin,2,400,TA,Y,180,0,NF,4,2010,180000
112,77.0,9965,Reg,Inside,CollgCr,Norm,2Story,7,5,2007,2007,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,Av,GLQ,984,280,1264,Ex,1282,1414,2696,1,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,2007.0,Fin,3,792,TA,Y,120,184,NF,10,2007,383970
113,0.0,21000,Reg,Corner,Crawfor,Norm,1Story,6,5,1953,1953,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,Mn,ALQ,35,905,1809,TA,2259,0,2259,1,0,2,0,3,1,Gd,7,2,Gd,Basment,1953.0,Unf,2,450,TA,Y,166,120,MnPrv,10,2007,217000
114,61.0,7259,IR1,Inside,Crawfor,Norm,2Story,6,8,1945,2002,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,774,104,1028,Ex,1436,884,2320,1,0,2,1,3,1,Gd,9,1,TA,Detchd,1945.0,Unf,1,180,TA,Y,224,0,MnPrv,7,2007,259500
116,0.0,11616,Reg,Inside,Sawyer,Norm,1Story,5,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,No,LwQ,170,252,1092,TA,1092,0,1092,0,1,1,0,3,1,TA,6,1,Po,Attchd,1962.0,Unf,1,288,TA,Y,0,20,NF,9,2009,139000
117,74.0,8536,Reg,Corner,Edwards,Norm,1Story,5,5,2006,2007,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1125,1125,Gd,1125,0,1125,0,0,1,1,2,1,TA,5,0,NF,Attchd,2007.0,Unf,2,430,TA,Y,80,64,NF,4,2007,155000
118,90.0,12376,Reg,Corner,SawyerW,Norm,2Story,7,5,1990,1990,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,1470,203,1673,Gd,1699,1523,3222,1,0,3,0,5,1,Gd,11,2,TA,Attchd,1990.0,Unf,3,594,TA,Y,367,0,NF,5,2010,320000
119,65.0,8461,Reg,Inside,CollgCr,Norm,2Story,6,5,2005,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,2,390,TA,Y,0,24,NF,7,2006,163990
120,0.0,21453,IR1,CulDSac,ClearCr,Norm,SLvl,6,5,1969,1969,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,ALQ,938,0,938,Ex,988,0,988,1,0,1,0,1,1,TA,4,2,TA,Attchd,1969.0,Unf,2,540,TA,Y,0,130,NF,10,2006,180000
121,50.0,6060,Reg,Inside,IDOTRR,Norm,1.5Fin,4,5,1939,1950,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,No,Unf,0,732,732,Gd,772,351,1123,0,0,1,0,3,1,TA,4,0,NF,Detchd,1979.0,Unf,1,264,TA,P,0,0,MnPrv,6,2007,100000
122,75.0,9464,Reg,Corner,NAmes,Norm,1Story,6,7,1958,1958,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,No,BLQ,570,510,1080,Gd,1080,0,1080,0,0,1,0,3,1,TA,5,0,NF,Attchd,1958.0,Unf,1,288,TA,Y,0,0,NF,6,2008,136000
123,55.0,7892,Reg,Inside,SawyerW,Norm,1Story,6,5,1993,1993,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,No,GLQ,300,899,1199,Ex,1199,0,1199,0,0,2,0,2,1,Gd,5,0,NF,Attchd,1993.0,RFn,2,530,TA,Y,0,63,NF,3,2008,153900
124,48.0,17043,IR1,CulDSac,NWAmes,Norm,1Story,6,5,1979,1998,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,No,Unf,0,1362,1362,TA,1586,0,1586,0,0,2,0,3,1,TA,7,1,TA,Attchd,1979.0,Unf,2,435,TA,Y,192,0,NF,1,2009,181000
125,60.0,6780,Reg,Inside,IDOTRR,Norm,1.5Fin,6,8,1935,1982,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Av,GLQ,490,30,520,Gd,520,0,754,1,0,1,0,2,1,TA,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,53,0,NF,6,2006,84500
126,0.0,4928,IR1,Inside,NPkVill,Norm,1Story,6,5,1976,1976,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,ALQ,120,958,1078,TA,958,0,958,0,0,2,0,2,1,TA,5,1,TA,Attchd,1977.0,RFn,2,440,TA,Y,0,205,NF,2,2007,128000
127,55.0,4388,IR1,Inside,OldTown,Feedr,1.5Unf,5,7,1930,1950,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,No,LwQ,116,556,672,Ex,840,0,840,0,0,1,0,3,1,TA,5,1,TA,NG,1978.3685393258427,NG,0,0,NG,N,0,0,NF,6,2007,87000
128,69.0,7590,Reg,Inside,NAmes,PosN,2Story,6,5,1966,1966,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,No,BLQ,512,148,660,TA,660,688,1348,0,0,1,1,3,1,TA,6,1,Fa,Attchd,1966.0,RFn,2,453,TA,Y,188,108,NF,7,2006,155000
129,69.0,8973,Reg,Inside,NAmes,Norm,1Story,5,7,1958,1991,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,No,Rec,567,413,1008,TA,1053,0,1053,0,1,1,1,3,1,Ex,6,0,NF,2Types,1998.0,RFn,2,750,TA,Y,0,80,MnWw,7,2006,150000
130,88.0,14200,Reg,Corner,NAmes,Norm,2Story,7,6,1966,1966,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,No,Rec,445,479,924,Ex,1216,941,2157,0,0,2,1,4,1,Gd,8,2,Gd,Attchd,1966.0,Fin,2,487,TA,Y,105,66,GdPrv,5,2006,226000
131,0.0,12224,IR1,Corner,Gilbert,Norm,2Story,6,5,2000,2000,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,No,GLQ,695,297,992,Ex,1022,1032,2054,1,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2000.0,RFn,2,390,TA,Y,24,48,NF,7,2009,244000
132,75.0,7388,Reg,Corner,NAmes,Norm,1Story,5,6,1959,2002,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,405,658,1063,Gd,1327,0,1327,1,0,1,0,3,1,Gd,7,0,NF,Detchd,1974.0,Unf,2,624,TA,Y,0,0,NF,7,2007,150750
133,0.0,6853,IR1,Inside,Timber,Norm,1Story,8,5,2001,2002,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,No,GLQ,1005,262,1267,Ex,1296,0,1296,1,0,2,0,2,1,Gd,6,0,NF,Attchd,2001.0,Fin,2,471,TA,Y,192,25,NF,6,2009,220000
134,78.0,10335,IR1,Inside,Sawyer,Norm,1Story,5,6,1968,1993,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Rec,570,891,1461,Gd,1721,0,1721,0,0,2,1,3,1,TA,7,1,TA,Attchd,1968.0,RFn,2,440,TA,Y,0,96,MnPrv,7,2006,180000
135,80.0,10400,Reg,Inside,NWAmes,Norm,1Story,7,6,1970,1970,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,No,Unf,0,1304,1304,Gd,1682,0,1682,0,0,2,0,3,1,TA,7,1,Gd,Attchd,1970.0,Unf,2,530,TA,Y,98,0,MnPrv,5,2008,174000
136,0.0,10355,IR1,Corner,NAmes,Norm,1Story,5,5,1967,1967,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,No,BLQ,695,519,1214,TA,1214,0,1214,0,0,2,0,3,1,TA,5,1,Fa,Attchd,1967.0,RFn,1,318,TA,Y,0,111,NF,7,2007,143000
137,82.0,11070,Reg,Inside,Mitchel,Norm,1Story,7,5,1988,1989,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,No,Unf,0,1907,1907,Gd,1959,0,1959,0,0,3,0,5,2,TA,9,0,NF,2Types,1989.0,Unf,3,766,TA,Y,0,0,NF,7,2006,171000
138,73.0,9066,IR1,Inside,CollgCr,Norm,2Story,8,5,1999,2000,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,Mn,GLQ,668,336,1004,Ex,1004,848,1852,0,0,2,1,3,1,Gd,7,2,TA,Attchd,1999.0,Fin,3,660,TA,Y,224,106,GdPrv,12,2008,230000
139,65.0,15426,IR1,Inside,CollgCr,Norm,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,821,107,928,Ex,928,836,1764,1,0,2,1,3,1,Gd,7,0,NF,Attchd,1997.0,RFn,2,470,TA,Y,276,99,MnPrv,8,2009,231500
140,70.0,10500,Reg,FR2,NAmes,Norm,1Story,4,5,1971,1971,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,ALQ,432,432,864,TA,864,0,864,0,0,1,0,3,1,TA,5,1,Po,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,NF,4,2010,115000
141,78.0,11645,Reg,Inside,CollgCr,Norm,1Story,7,5,2005,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,1300,434,1734,Ex,1734,0,1734,1,0,2,0,3,1,Gd,7,0,NF,Attchd,2005.0,Fin,2,660,TA,Y,160,24,NF,1,2006,260000
142,71.0,8520,Reg,Corner,NAmes,Artery,1.5Fin,5,4,1952,1952,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,No,Rec,507,403,910,Fa,910,475,1385,0,0,2,0,4,1,TA,6,0,NF,Detchd,2000.0,Unf,2,720,TA,Y,0,0,MnPrv,6,2010,166000
143,78.0,10335,IR1,Inside,CollgCr,Norm,1Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,Gd,GLQ,679,811,1490,Ex,1501,0,1501,1,0,2,0,3,1,Gd,6,0,NF,Attchd,1999.0,RFn,2,577,TA,Y,144,29,NF,6,2009,204000
144,70.0,9100,Reg,Inside,Sawyer,RRAe,1Story,5,5,1963,1963,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,No,Rec,1332,396,1728,TA,1728,0,1728,1,0,2,0,6,2,TA,10,0,NF,Detchd,1963.0,Unf,2,504,TA,Y,0,0,NF,11,2006,125000
145,24.0,2522,Reg,Inside,Edwards,Norm,2Story,6,5,2004,2006,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,No,Unf,0,970,970,Ex,970,739,1709,0,0,2,0,3,1,Gd,7,0,NF,Detchd,2004.0,Unf,2,380,TA,Y,0,40,NF,4,2006,130000
146,51.0,6120,Reg,Corner,BrkSide,Norm,1Story,5,7,1931,1993,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,BLQ,209,506,715,TA,875,0,875,1,0,1,0,2,1,TA,5,0,NF,Detchd,1931.0,Unf,1,180,TA,Y,48,0,NF,11,2009,105000
147,0.0,9505,IR1,CulDSac,Gilbert,Norm,2Story,7,5,2001,2001,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,No,Unf,0,884,884,Ex,884,1151,2035,0,0,2,1,3,1,Gd,8,1,Gd,BuiltIn,2001.0,Fin,2,434,TA,Y,144,48,NF,5,2010,222500
148,63.0,7500,Reg,Inside,SawyerW,Norm,1Story,7,5,2004,2005,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,No,GLQ,680,400,1080,Ex,1080,0,1080,1,0,1,0,3,1,Gd,6,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,NF,4,2008,141000
149,0.0,6240,Reg,Inside,BrkSide,Norm,1.5Fin,5,4,1936,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,No,Unf,0,896,896,Gd,896,448,1344,0,0,1,0,3,1,TA,7,0,NF,Detchd,1936.0,Unf,1,240,TA,Y,200,114,NF,4,2006,115000
150,120.0,10356,Reg,Corner,CollgCr,Norm,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,BLQ,716,253,969,TA,969,0,969,0,0,1,1,3,1,TA,5,0,NF,Attchd,1975.0,Unf,2,440,TA,Y,0,0,MnPrv,1,2007,122000
151,107.0,13891,Reg,Inside,NridgHt,Norm,1Story,8,5,2007,2008,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,Gd,GLQ,1400,310,1710,Ex,1710,0,1710,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3,866,TA,Y,0,102,NF,1,2008,372402
152,0.0,14803,IR1,CulDSac,NWAmes,Norm,2Story,6,5,1971,1971,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,No,Rec,416,409,825,Gd,1097,896,1993,0,0,2,1,4,1,TA,8,1,Gd,Attchd,1971.0,RFn,2,495,TA,Y,0,66,GdWo,6,2006,190000
153,0.0,13500,Reg,Inside,ClearCr,Norm,1Story,6,7,1960,1975,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,BLQ,429,93,1602,Gd,1252,0,1252,1,0,1,0,1,1,TA,4,1,Gd,Attchd,1960.0,RFn,2,564,TA,Y,409,0,NF,3,2008,235000
154,84.0,11340,Reg,Corner,OldTown,Norm,1Story,6,5,1923,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1200,1200,TA,1200,0,1200,0,0,1,0,4,1,TA,7,0,NF,Detchd,1923.0,Unf,1,312,Fa,Y,0,0,NF,3,2006,125000
155,60.0,9600,Reg,Corner,Edwards,Artery,1.5Fin,6,5,1924,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,572,572,Fa,572,524,1096,0,0,1,0,2,1,TA,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,8,NF,4,2008,79000
156,60.0,7200,Reg,Inside,NAmes,Norm,1Story,5,7,1950,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,NB,NB,NB,0,0,0,TA,1040,0,1040,0,0,1,0,2,1,TA,5,0,NF,Detchd,1950.0,Unf,2,625,TA,Y,0,0,NF,6,2006,109500
157,92.0,12003,Reg,Corner,Timber,Norm,2Story,8,5,2009,2010,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,No,Unf,0,774,774,Ex,774,1194,1968,0,0,2,1,4,1,Ex,8,1,Gd,BuiltIn,2009.0,Fin,3,680,TA,Y,0,75,NF,5,2010,269500
158,100.0,12552,Reg,Corner,Somerst,Norm,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,222,769,991,Ex,991,956,1947,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2004.0,RFn,2,678,TA,Y,0,136,GdWo,5,2010,254900
159,134.0,19378,IR1,Corner,Gilbert,Norm,2Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,Mn,GLQ,57,1335,1392,Ex,1392,1070,2462,1,0,2,1,4,1,Gd,9,1,Gd,Attchd,2006.0,RFn,2,576,TA,Y,239,132,NF,3,2006,320000
160,0.0,11120,IR1,CulDSac,Veenker,Norm,1Story,6,6,1984,1984,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,No,BLQ,660,572,1232,TA,1232,0,1232,0,0,2,0,3,1,TA,6,0,NF,Attchd,1984.0,Unf,2,516,TA,Y,0,0,NF,6,2008,162500
161,110.0,13688,IR1,Inside,NridgHt,Norm,2Story,9,5,2003,2004,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,Ex,Av,GLQ,1016,556,1572,Ex,1572,1096,2668,1,0,2,1,3,1,Ex,10,2,Gd,BuiltIn,2003.0,Fin,3,726,TA,Y,400,0,NF,3,2008,412500
162,95.0,12182,Reg,Corner,NridgHt,Norm,1Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,Mn,BLQ,1201,340,1541,Ex,1541,0,1541,0,0,2,0,3,1,Gd,7,1,Gd,Attchd,2005.0,RFn,2,532,TA,Y,0,70,NF,5,2010,220000
163,55.0,5500,Reg,Inside,OldTown,Norm,1.5Unf,4,6,1956,1956,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,882,882,Ex,882,0,882,0,0,1,0,1,1,TA,4,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,MnPrv,4,2007,103200
164,40.0,5400,Reg,Corner,OldTown,Norm,1Story,6,7,1926,2004,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Mn,LwQ,370,779,1149,Gd,1149,467,1616,0,0,2,0,3,1,Gd,5,0,NF,Detchd,1926.0,Unf,1,216,TA,Y,0,0,NF,10,2007,152000
165,62.0,10106,Reg,Inside,Edwards,Norm,1.5Fin,5,7,1940,1999,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,No,ALQ,351,112,644,Gd,808,547,1355,1,0,2,0,4,2,TA,6,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,140,0,NF,9,2008,127500
166,0.0,10708,IR1,Inside,ClearCr,Norm,1Story,5,5,1955,1993,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,No,LwQ,379,470,1617,Ex,1867,0,1867,1,0,1,0,2,1,TA,7,3,Gd,Attchd,1955.0,Fin,1,303,TA,Y,476,0,GdWo,11,2009,190000
167,86.0,10562,Reg,Inside,NridgHt,Norm,2Story,8,5,2007,2007,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,No,GLQ,1288,294,1582,Ex,1610,551,2161,1,0,1,1,3,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3,789,TA,Y,178,120,NF,11,2007,325624
